ID,Age,Gender,Name,Birth,Race,Home City,Home State,Amount Spent,Estimated Income,Destination
289,67,Female,Customer 289,1969-05-13,Black,Las Vegas,Nevada,3574.13,35201.4,Hawaii
290,68,Male,Customer 290,1960-07-15,Black,Portland,Oregon,4969.38,41604.71,South America
291,61,Male,Customer 291,1963-05-21,Hispanic,Miami,Florida,4202.02,103226.33,Asia
292,42,Female,Customer 292,1972-11-02,Asian,Houston,Texas,3337.88,142608.89,Europe
293,60,Female,Customer 293,1959-04-20,Asian,Austin,Texas,3104.21,73032.83,South America
294,36,Male,Customer 294,1989-11-21,Black,Houston,Texas,9985.08,65813.12,Hawaii
295,64,Male,Customer 295,1983-11-27,White,Boston,Massachusetts,1363.65,33328.96,Asia
296,34,Male,Customer 296,1992-01-12,Black,Seattle,Washington,2258.62,89645.07,Europe
297,22,Male,Customer 297,1965-10-20,Black,Atlanta,Georgia,5515.46,123399.65,South America
298,46,Male,Customer 298,2000-09-22,Asian,Nashville,Tennessee,8674.27,96263.42,Middle East & Africa
299,59,Male,Customer 299,1978-02-05,Hispanic,New York,New York,1167.06,43224.68,Alaska
300,74,Male,Customer 300,1981-07-05,Other,Atlanta,Georgia,8811.03,49641.11,Middle East & Africa
301,80,Female,Customer 301,1972-11-26,Asian,San Francisco,California,1077.86,149090.68,Hawaii
302,54,Female,Customer 302,1970-06-08,Black,Seattle,Washington,5488.49,31527.16,Hawaii
303,54,Female,Customer 303,1988-06-26,Black,New Orleans,Louisiana,3999.68,87545.49,Middle East & Africa
304,66,Female,Customer 304,1990-02-14,White,San Diego,California,1726.86,55941.41,Alaska
305,61,Female,Customer 305,1951-05-20,Other,Austin,Texas,8070.58,128401.8,Asia
306,58,Male,Customer 306,2005-06-13,White,Chicago,Illinois,4022.95,77761.86,Asia
307,53,Male,Customer 307,1993-10-08,Asian,Houston,Texas,1843.58,107228.68,Europe
308,43,Male,Customer 308,2003-11-19,Black,Dallas,Texas,5575.56,38129.36,Middle East & Africa
309,33,Female,Customer 309,1972-01-24,White,Dallas,Texas,4931.26,43467.76,Europe
310,68,Male,Customer 310,1978-03-17,Hispanic,Houston,Texas,6431.33,72160.43,Asia
311,68,Male,Customer 311,1999-01-08,Other,Las Vegas,Nevada,4676.82,133101.98,Asia
312,56,Female,Customer 312,1989-11-24,Other,Chicago,Illinois,2711.8,63173.78,Hawaii
313,80,Male,Customer 313,1954-03-01,Other,San Antonio,Texas,4157.0,144242.13,Alaska
314,64,Female,Customer 314,1958-02-13,Asian,Dallas,Texas,4622.75,49718.48,Alaska
315,70,Female,Customer 315,1982-08-21,Other,San Diego,California,8495.65,44275.9,Middle East & Africa
316,65,Male,Customer 316,1959-05-03,Black,New Orleans,Louisiana,2501.29,62571.79,Hawaii
317,63,Male,Customer 317,1971-08-24,Asian,Philadelphia,Pennsylvania,9258.33,67990.42,Middle East & Africa
318,75,Female,Customer 318,2003-01-12,White,Dallas,Texas,3666.71,30441.63,Middle East & Africa
319,43,Female,Customer 319,1988-02-26,Black,Seattle,Washington,2008.61,64316.23,South America
320,43,Male,Customer 320,1964-12-03,Hispanic,Portland,Oregon,4569.26,30885.57,Middle East & Africa
321,44,Female,Customer 321,1954-01-04,Asian,Austin,Texas,9580.22,25660.19,South America
322,23,Male,Customer 322,2003-03-12,Black,Phoenix,Arizona,5072.95,23316.1,Asia
323,36,Female,Customer 323,1988-03-18,Asian,Dallas,Texas,2148.26,99455.36,Europe
324,57,Female,Customer 324,1968-11-10,Hispanic,Miami,Florida,3483.11,95631.75,Hawaii
325,34,Female,Customer 325,1985-09-07,Hispanic,Austin,Texas,4843.47,98876.07,Hawaii
326,70,Female,Customer 326,1986-03-09,Hispanic,San Francisco,California,1920.49,44225.55,Asia
327,28,Female,Customer 327,2004-10-05,Asian,Boston,Massachusetts,8867.73,35908.42,Europe
328,78,Male,Customer 328,2000-10-26,Asian,New York,New York,7230.77,71943.08,Hawaii
329,42,Male,Customer 329,1981-02-12,White,Denver,Colorado,6453.93,34722.56,Asia
330,59,Female,Customer 330,1960-04-16,Black,Boston,Massachusetts,1022.76,129369.49,Europe
331,57,Female,Customer 331,1997-09-21,Asian,Miami,Florida,8425.28,123871.34,South America
332,24,Male,Customer 332,1981-07-01,Black,Portland,Oregon,4854.52,99138.27,Europe
333,23,Female,Customer 333,1965-04-26,Asian,San Diego,California,6272.2,54041.62,South America
334,36,Female,Customer 334,1984-01-25,Black,Portland,Oregon,9554.26,46208.6,South America
335,54,Male,Customer 335,1980-09-17,Hispanic,New Orleans,Louisiana,1346.11,93934.39,South America
336,45,Female,Customer 336,1955-01-07,Asian,Chicago,Illinois,2348.38,106152.35,Alaska
337,46,Male,Customer 337,1962-05-26,Black,San Diego,California,9717.73,136646.87,South America
338,50,Female,Customer 338,1993-02-26,Asian,Boston,Massachusetts,5896.42,34432.81,Europe
339,32,Male,Customer 339,1971-08-07,White,Philadelphia,Pennsylvania,8941.02,50562.38,Europe
340,22,Male,Customer 340,1988-06-10,White,New Orleans,Louisiana,1277.79,65217.25,Middle East & Africa
341,64,Female,Customer 341,1975-08-28,Other,Phoenix,Arizona,9131.81,124617.45,Asia
342,56,Male,Customer 342,1965-02-18,Black,Phoenix,Arizona,8317.71,99285.63,Europe
343,60,Female,Customer 343,2004-05-14,Hispanic,Chicago,Illinois,2791.43,127504.99,Asia
344,44,Female,Customer 344,1953-02-24,Hispanic,San Diego,California,6254.51,132557.9,Hawaii
345,75,Male,Customer 345,1990-05-06,Other,New York,New York,1604.74,55201.96,Middle East & Africa
346,28,Male,Customer 346,1961-03-25,Black,Las Vegas,Nevada,1644.35,114253.34,Alaska
347,57,Male,Customer 347,1973-04-02,Asian,San Diego,California,1233.7,129385.22,Europe
348,27,Male,Customer 348,1967-04-04,White,Seattle,Washington,3287.76,122788.23,Hawaii
349,55,Female,Customer 349,1992-12-09,White,San Francisco,California,4033.34,102270.9,Asia
350,18,Male,Customer 350,1957-08-17,Black,New York,New York,7234.79,91075.68,Middle East & Africa
351,22,Female,Customer 351,1993-08-22,Hispanic,San Francisco,California,2040.19,126307.37,Asia
352,73,Male,Customer 352,1975-09-16,White,Portland,Oregon,9614.23,111859.97,Asia
353,18,Female,Customer 353,1979-04-16,White,Houston,Texas,8042.58,122533.77,Asia
354,32,Male,Customer 354,2003-01-25,Black,Las Vegas,Nevada,3723.11,37279.84,Hawaii
355,63,Male,Customer 355,1968-04-06,White,Chicago,Illinois,2291.56,108372.29,Europe
356,68,Female,Customer 356,1986-10-27,White,Miami,Florida,2817.24,91917.15,South America
357,55,Female,Customer 357,1971-11-10,Black,Austin,Texas,2193.34,83103.14,Alaska
358,21,Male,Customer 358,1999-10-27,Black,New York,New York,9177.32,57425.69,Hawaii
359,23,Female,Customer 359,2003-04-01,Other,Phoenix,Arizona,3961.79,69846.87,Alaska
360,76,Male,Customer 360,1958-10-01,Hispanic,San Diego,California,2727.16,122369.22,Asia
361,47,Male,Customer 361,1966-05-22,White,San Diego,California,5891.93,64464.24,Alaska
362,75,Male,Customer 362,1986-11-04,White,Phoenix,Arizona,3448.24,39688.97,Alaska
363,47,Female,Customer 363,2002-07-11,Hispanic,New York,New York,5659.11,44608.58,Hawaii
364,48,Male,Customer 364,1973-11-07,Hispanic,Denver,Colorado,2372.39,143286.41,Alaska
365,34,Female,Customer 365,1960-01-05,Asian,Atlanta,Georgia,3933.38,29061.9,Asia
366,23,Female,Customer 366,1984-08-18,Hispanic,Portland,Oregon,3029.71,96349.74,Middle East & Africa
367,48,Male,Customer 367,1961-10-23,Asian,Denver,Colorado,7687.69,26344.48,Hawaii
368,18,Female,Customer 368,1954-05-15,White,Los Angeles,California,7351.5,36557.71,Europe
369,78,Male,Customer 369,1991-10-02,Black,San Francisco,California,9922.18,115821.31,South America
370,24,Female,Customer 370,1991-09-21,Other,New York,New York,9238.35,48775.06,Asia
371,55,Male,Customer 371,1983-03-06,Other,Boston,Massachusetts,4816.85,80826.57,Alaska
372,48,Male,Customer 372,2004-11-13,Asian,Chicago,Illinois,1425.5,102019.62,Europe
373,65,Female,Customer 373,2005-08-20,White,Atlanta,Georgia,3370.4,79821.84,South America
374,71,Female,Customer 374,1995-08-27,Hispanic,Nashville,Tennessee,5827.82,58217.06,Alaska
375,59,Male,Customer 375,1953-12-09,Other,Seattle,Washington,9941.19,108531.6,Asia
376,57,Female,Customer 376,1959-10-12,Black,Atlanta,Georgia,7600.53,104425.48,South America
377,45,Female,Customer 377,2001-04-22,Asian,Nashville,Tennessee,5619.87,135597.44,Europe
378,66,Female,Customer 378,1988-09-21,Asian,Los Angeles,California,3857.37,50480.16,Asia
379,71,Female,Customer 379,1976-09-18,Asian,Dallas,Texas,7728.31,134694.99,Alaska
380,45,Female,Customer 380,1993-04-20,Hispanic,Boston,Massachusetts,1174.2,31443.05,South America
381,29,Male,Customer 381,1997-04-20,Black,Chicago,Illinois,8175.13,47536.22,Europe
382,53,Female,Customer 382,1995-03-24,White,San Antonio,Texas,9335.94,145874.63,Alaska
383,30,Female,Customer 383,1952-02-13,Black,New Orleans,Louisiana,3058.62,133799.66,Alaska
384,65,Female,Customer 384,1997-12-26,Black,Phoenix,Arizona,7963.04,108447.12,Hawaii
385,79,Female,Customer 385,1981-12-17,Other,Los Angeles,California,7885.3,24138.53,Europe
386,42,Male,Customer 386,1976-12-15,Black,Chicago,Illinois,8173.55,64044.7,Europe
387,66,Male,Customer 387,1969-01-21,Black,Seattle,Washington,3677.85,28246.42,Asia
388,74,Male,Customer 388,2003-02-03,White,New Orleans,Louisiana,1543.05,144437.24,Asia
389,46,Female,Customer 389,1996-07-01,Black,San Francisco,California,2471.0,82990.59,Asia
390,50,Female,Customer 390,1990-02-25,Hispanic,Las Vegas,Nevada,9896.33,38792.39,Middle East & Africa
391,74,Female,Customer 391,1965-07-09,Other,New Orleans,Louisiana,2986.26,127338.57,Europe
392,74,Female,Customer 392,1964-11-25,Asian,San Francisco,California,6361.7,80645.22,Hawaii
393,66,Male,Customer 393,1979-12-20,Other,San Francisco,California,1691.54,129865.99,Europe
394,51,Male,Customer 394,1988-04-12,White,Denver,Colorado,9226.7,95677.09,Asia
395,53,Male,Customer 395,1990-03-26,Other,New York,New York,4884.36,91570.35,Hawaii
396,74,Female,Customer 396,1961-10-03,Hispanic,Nashville,Tennessee,9631.91,131041.47,Alaska
397,19,Male,Customer 397,2001-02-28,Black,Boston,Massachusetts,2034.15,28856.49,Middle East & Africa
398,80,Female,Customer 398,1975-01-03,Black,Boston,Massachusetts,7667.28,121631.19,Asia
399,67,Female,Customer 399,1977-08-21,White,Nashville,Tennessee,8603.43,103108.11,Alaska
400,57,Male,Customer 400,1996-03-13,Asian,Miami,Florida,9242.58,107818.88,Europe
401,42,Male,Customer 401,1987-09-13,Other,Boston,Massachusetts,4588.52,138643.9,Hawaii
402,39,Male,Customer 402,2000-12-09,Black,Austin,Texas,7850.21,94844.09,Asia
403,18,Male,Customer 403,1976-07-20,Asian,Denver,Colorado,2177.77,134036.34,Asia
404,51,Female,Customer 404,1950-03-14,White,New Orleans,Louisiana,3923.27,116073.26,Asia
405,59,Male,Customer 405,1951-08-03,Black,Portland,Oregon,7924.1,89253.97,South America
406,41,Female,Customer 406,2002-04-17,Other,Philadelphia,Pennsylvania,3261.64,120861.58,Europe
407,70,Female,Customer 407,1950-03-20,Other,Denver,Colorado,6843.48,63740.42,Europe
408,52,Female,Customer 408,1996-08-08,Other,Denver,Colorado,3547.8,146697.93,South America
409,62,Female,Customer 409,1971-05-06,White,San Diego,California,2641.68,149774.22,Hawaii
410,76,Male,Customer 410,2001-06-02,Hispanic,San Francisco,California,2533.34,143667.96,Hawaii
411,54,Female,Customer 411,1983-12-12,Asian,Miami,Florida,6162.28,72551.1,Middle East & Africa
412,64,Female,Customer 412,1952-07-19,White,San Antonio,Texas,4650.56,143556.67,Alaska
413,32,Female,Customer 413,1990-06-15,Asian,Boston,Massachusetts,1832.76,138042.77,Asia
414,61,Male,Customer 414,1985-04-01,Hispanic,Atlanta,Georgia,7561.02,57394.27,Alaska
415,73,Male,Customer 415,1974-12-14,Hispanic,New York,New York,8282.19,130306.8,Europe
416,29,Male,Customer 416,1966-05-22,White,Phoenix,Arizona,6550.1,116995.55,Hawaii
417,38,Female,Customer 417,1968-07-09,Black,Las Vegas,Nevada,3357.14,77145.14,Asia
418,59,Female,Customer 418,1980-07-19,Black,Philadelphia,Pennsylvania,5972.58,128975.78,Europe
419,67,Female,Customer 419,1955-10-17,Asian,San Francisco,California,6701.17,73645.37,Alaska
420,57,Female,Customer 420,1982-04-11,Asian,San Diego,California,1803.85,22412.67,South America
421,56,Male,Customer 421,1969-07-28,White,San Francisco,California,4088.46,141507.93,Hawaii
422,54,Female,Customer 422,1973-12-21,Black,Nashville,Tennessee,1746.94,139372.34,Europe
423,57,Male,Customer 423,1966-11-04,Hispanic,New York,New York,8651.15,44870.92,South America
424,45,Female,Customer 424,1966-11-22,Black,Nashville,Tennessee,8576.58,73623.99,Middle East & Africa
425,47,Female,Customer 425,1994-07-06,Other,New York,New York,5472.73,79622.13,Alaska
426,32,Male,Customer 426,1999-10-05,Hispanic,Houston,Texas,7131.41,52932.65,Asia
427,41,Male,Customer 427,1960-05-17,White,San Antonio,Texas,9491.51,90980.07,Alaska
428,35,Male,Customer 428,1958-03-26,Hispanic,Atlanta,Georgia,9485.77,99587.76,South America
429,77,Male,Customer 429,1974-04-07,White,Portland,Oregon,8129.05,144560.03,Alaska
430,73,Female,Customer 430,1999-03-05,Hispanic,Phoenix,Arizona,9450.17,88704.75,Europe
431,70,Male,Customer 431,2004-12-23,Black,Philadelphia,Pennsylvania,8400.92,130727.15,Asia
432,72,Female,Customer 432,1951-09-20,White,Philadelphia,Pennsylvania,2498.0,67025.11,Alaska
433,47,Female,Customer 433,1975-08-14,Asian,Las Vegas,Nevada,3102.02,25534.32,South America
434,18,Male,Customer 434,1953-01-25,Other,Denver,Colorado,3805.81,77398.67,Middle East & Africa
435,46,Female,Customer 435,1979-01-17,Hispanic,Dallas,Texas,3468.45,48896.15,Europe
436,36,Female,Customer 436,1985-07-22,Black,Philadelphia,Pennsylvania,3972.09,66507.27,Hawaii
437,72,Female,Customer 437,1986-02-01,Asian,San Diego,California,5843.52,127710.08,Middle East & Africa
438,63,Female,Customer 438,1969-02-15,Black,Portland,Oregon,2398.26,143270.95,Asia
439,35,Male,Customer 439,1982-06-02,Asian,San Antonio,Texas,8250.48,62217.24,Europe
440,44,Female,Customer 440,1984-11-28,Other,Denver,Colorado,8217.88,21500.45,Middle East & Africa
441,51,Male,Customer 441,1996-01-10,Black,Phoenix,Arizona,1183.64,22715.14,Alaska
442,29,Male,Customer 442,1996-05-02,Black,Austin,Texas,6803.58,127424.49,Europe
443,45,Male,Customer 443,1983-08-23,Hispanic,Nashville,Tennessee,1288.79,58235.97,Alaska
444,30,Male,Customer 444,1979-12-27,White,Houston,Texas,6032.15,118379.39,Hawaii
445,25,Female,Customer 445,1970-06-19,Other,Seattle,Washington,1323.31,149771.08,Europe
446,35,Female,Customer 446,1977-05-28,Asian,San Antonio,Texas,3860.02,85150.06,Hawaii
447,59,Female,Customer 447,1999-11-15,Asian,New Orleans,Louisiana,8837.59,47519.76,Asia
448,35,Male,Customer 448,2000-09-16,Black,Phoenix,Arizona,4353.81,74712.38,Hawaii
449,46,Male,Customer 449,1954-06-09,White,Phoenix,Arizona,5346.48,116796.56,Middle East & Africa
450,65,Female,Customer 450,1981-03-15,Other,Boston,Massachusetts,8857.24,43836.34,Middle East & Africa
451,41,Male,Customer 451,1958-06-16,Other,Seattle,Washington,6302.23,59053.58,Hawaii
452,49,Female,Customer 452,1955-10-02,Asian,Miami,Florida,4739.94,129700.91,Middle East & Africa
453,48,Female,Customer 453,2003-10-21,Other,Austin,Texas,4766.6,58699.44,Middle East & Africa
454,18,Female,Customer 454,1999-09-14,Asian,Miami,Florida,6044.41,38352.71,South America
455,44,Male,Customer 455,1993-09-19,Asian,Miami,Florida,8911.68,126546.28,Europe
456,50,Female,Customer 456,1995-11-15,White,Seattle,Washington,6041.22,81742.02,South America
457,29,Female,Customer 457,1992-12-09,Hispanic,San Diego,California,4817.75,99108.6,Hawaii
458,56,Male,Customer 458,1962-05-15,Black,Austin,Texas,3065.08,80810.8,Europe
459,79,Male,Customer 459,1966-02-17,Asian,Boston,Massachusetts,1102.2,106258.14,Europe
460,18,Male,Customer 460,1993-12-06,Other,San Francisco,California,1585.75,67594.97,Middle East & Africa
461,55,Male,Customer 461,1972-07-10,Other,Houston,Texas,8544.09,45898.49,Europe
462,28,Male,Customer 462,1964-07-27,Black,Miami,Florida,4818.28,107279.4,Europe
463,37,Female,Customer 463,2004-08-01,Asian,Los Angeles,California,4929.81,45167.17,South America
464,21,Male,Customer 464,1957-04-13,Black,Miami,Florida,6614.32,48728.79,Middle East & Africa
465,76,Male,Customer 465,1954-10-22,Black,Seattle,Washington,3996.82,149577.56,Europe
466,50,Male,Customer 466,2001-06-05,Hispanic,Las Vegas,Nevada,9438.9,57712.13,South America
467,41,Male,Customer 467,1966-08-15,Asian,Seattle,Washington,5036.99,112933.77,Hawaii
468,38,Female,Customer 468,2004-10-04,Black,Seattle,Washington,3097.33,85471.21,Europe
469,49,Female,Customer 469,1978-04-12,White,Los Angeles,California,3022.28,134193.36,Asia
470,23,Female,Customer 470,2002-06-15,Black,Austin,Texas,2371.07,100902.67,Hawaii
471,31,Female,Customer 471,1990-12-24,Asian,New York,New York,7795.89,31927.32,Middle East & Africa
472,55,Female,Customer 472,1950-10-05,Hispanic,Dallas,Texas,2019.05,121953.27,Europe
473,23,Male,Customer 473,1975-09-22,Other,Los Angeles,California,7454.03,95607.25,Hawaii
474,61,Male,Customer 474,1983-04-22,Other,New Orleans,Louisiana,7589.54,48048.66,Alaska
475,35,Female,Customer 475,1995-08-22,White,Seattle,Washington,8625.2,130461.85,Hawaii
476,45,Female,Customer 476,1961-07-13,White,Denver,Colorado,4606.98,54676.74,Asia
477,44,Female,Customer 477,1962-11-26,White,Las Vegas,Nevada,2241.28,130038.95,Alaska
478,73,Female,Customer 478,1989-10-06,Black,Seattle,Washington,9559.16,27569.53,Asia
479,33,Female,Customer 479,2004-04-24,White,Nashville,Tennessee,6278.97,62552.94,South America
480,50,Male,Customer 480,1977-11-19,Hispanic,Los Angeles,California,8007.12,138374.18,Hawaii
481,54,Female,Customer 481,2003-04-13,Asian,New Orleans,Louisiana,4683.95,24893.3,Europe
482,22,Female,Customer 482,1979-07-19,Asian,San Francisco,California,9680.93,91858.43,South America
483,48,Male,Customer 483,1965-10-14,Other,New Orleans,Louisiana,6625.63,91387.92,Asia
484,31,Female,Customer 484,1959-06-04,Hispanic,Boston,Massachusetts,2013.18,98840.18,Alaska
485,26,Female,Customer 485,1977-05-26,White,New Orleans,Louisiana,5632.36,67757.38,Asia
486,78,Male,Customer 486,1964-09-23,Black,New Orleans,Louisiana,9409.89,32524.5,Middle East & Africa
487,67,Male,Customer 487,1978-12-26,Asian,Austin,Texas,1300.11,89296.74,Asia
488,33,Male,Customer 488,1996-01-15,White,San Diego,California,4906.91,30017.88,Alaska
489,21,Female,Customer 489,1957-05-02,Other,San Francisco,California,8921.87,84274.34,Asia
490,21,Female,Customer 490,1952-02-15,White,Seattle,Washington,9473.06,121374.11,Europe
491,59,Male,Customer 491,1963-09-15,Asian,Denver,Colorado,1942.42,102503.94,Europe
492,49,Female,Customer 492,1961-11-25,White,Miami,Florida,6089.77,94618.99,Asia
493,68,Female,Customer 493,1976-05-05,Other,San Antonio,Texas,3846.33,56537.28,Europe
494,53,Female,Customer 494,1997-08-23,Hispanic,New Orleans,Louisiana,7427.73,59903.63,Hawaii
495,19,Female,Customer 495,1951-08-13,Hispanic,Nashville,Tennessee,1652.38,91016.04,Asia
496,40,Female,Customer 496,1985-09-06,Black,Atlanta,Georgia,7150.12,54735.32,South America
497,50,Female,Customer 497,1993-12-01,Other,Austin,Texas,6892.66,69713.48,Asia
498,24,Male,Customer 498,1964-02-27,Asian,Portland,Oregon,4481.2,73249.41,South America
499,54,Male,Customer 499,1963-12-23,White,San Antonio,Texas,3953.13,52497.96,Middle East & Africa
500,46,Female,Customer 500,1955-03-14,Black,San Antonio,Texas,4961.22,113230.98,Alaska
501,53,Male,Customer 501,1965-05-03,Black,Boston,Massachusetts,5181.9,121734.16,South America
502,35,Female,Customer 502,1982-04-09,Hispanic,Boston,Massachusetts,4411.12,132566.12,Europe
